OrderID,OrderDate,CustomerID,Product,Category,Region,Channel,Quantity,UnitPrice,Revenue
107625,2025-12-19,CUST01347,Power Bank,Electronics,South,Online,1,809.1,809.1
102962,2024-10-26,CUST00044,Face Serum,Beauty & Personal Care,North,Marketplace,1,699.0,699.0
104167,2025-01-31,CUST00016,Wireless Earbuds,Electronics,South,Marketplace,1,1499.0,1499.0
102271,2024-09-02,CUST00865,Resistance Bands,Sports & Fitness,West,Online,1,399.0,399.0
107182,2025-11-16,CUST01730,USB-C Cable,Electronics,Central,Online,1,224.1,224.1
104508,2025-03-09,CUST01744,Water Bottle,Sports & Fitness,North,Retail Store,2,349.0,698.0
102016,2024-08-07,CUST01147,Bluetooth Speaker,Electronics,South,Marketplace,1,1614.15,1614.15
102495,2024-09-22,CUST02308,Water Bottle,Sports & Fitness,West,Online,1,349.0,349.0
106179,2025-09-01,CUST02557,Air Fryer,Home & Kitchen,West,Online,1,3499.0,3499.0
103188,2024-11-10,CUST01149,Cotton T-Shirt,Fashion,North,Online,1,599.0,599.0
105926,2025-08-06,CUST00854,Hair Dryer,Beauty & Personal Care,South,Online,1,1199.0,1199.0
100211,2024-01-23,CUST01759,Sunglasses,FASHION,North,Online,1,679.15,679.15
101544,2024-06-15,CUST02228,Resistance Bands,Sports & Fitness,Central,Online,1,399.0,399.0
107312,2025-11-25,CUST00129,Sunscreen SPF50,Beauty & Personal Care,North,Online,1,359.2,359.2
102131,2024-08-18,CUST00602,Water Bottle,Sports & Fitness,North,Retail Store,1,349.0,349.0
106995,2025-11-04,CUST01031,Denim Jacket,Fashion,East,Retail Store,2,1999.0,3998.0
100102,2024-01-12,CUST01874,Denim Jacket,Fashion,Central,Retail Store,2,1999.0,3998.0
106014,2025-08-15,CUST00385,Resistance Bands,Sports & Fitness,South,Online,2,399.0,798.0
106679,2025-10-14,CUST01430,Bluetooth Speaker,Electronics,Central,Marketplace,1,1899.0,1899.0
105675,2025-07-12,CUST00847,Hair Dryer,Beauty & Personal Care,East,Marketplace,1,1199.0,1199.0
103061,2024-11-01,CUST00872,Wireless Earbuds,Electronics,North,Marketplace,2,1499.0,2998.0
104636,2025-03-22,CUST01554,Power Bank,Electronics,North,Online,2,764.15,1528.3
101127,2024-04-28,CUST00116,Electric Kettle,Home & Kitchen,North,Online,3,899.0,2697.0
102884,2024-10-21,CUST01284,Laptop Stand,Electronics,East,Marketplace,2,799.0,1598.0
107433,2025-12-03,CUST01786,Cotton T-Shirt,Fashion,West,Online,2,509.15,1018.3
103024,2024-10-30,CUST01418,Non-stick Pan Set,Home & Kitchen,South,Retail Store,1,1299.0,1299.0
100113,2024-01-13,CUST00715,Bluetooth Speaker,Electronics,Central,Online,1,1899.0,1899.0
102536,2024-09-27,CUST01591,Backpack,Fashion,East,Online,1,1399.0,1399.0
104410,2025-02-27,CUST01410,Yoga Mat,Sports & Fitness,South,Online,1,599.0,599.0
106149,2025-08-29,CUST02063,Cotton T-Shirt,Fashion,East,Online,1,599.0,599.0
104082,2025-01-22,CUST00948,Laptop Stand,Electronics,West,Marketplace,1,799.0,799.0
107710,2025-12-26,CUST00291,Laptop Stand,Electronics,East,Retail Store,1,799.0,799.0
107703,2025-12-25,CUST00679,Power Bank,Electronics,Central,Online,1,764.15,764.15
101565,2024-06-18,CUST01470,Blender,Home & Kitchen,South,Online,1,1599.0,1599.0
100763,2024-03-20,CUST00986,Air Fryer,Home & Kitchen,North,Online,1,3499.0,3499.0
106079,2025-08-21,CUST02354,Running Shoes,Fashion,South,Online,1,2499.0,2499.0
105385,2025-06-10,CUST01042,Denim Jacket,Fashion,West,Online,1,1999.0,1999.0
107536,2025-12-10,CUST02372,Storage Containers,Home & Kitchen,West,Online,1,449.1,449.1
104569,2025-03-16,CUST00352,Sunglasses,Fashion,North,Retail Store,2,799.0,1598.0
100245,2024-01-27,CUST01256,Trimmer,Beauty & Personal Care,South,Online,1,999.0,999.0
100702,2024-03-13,CUST00407,Smartwatch,Electronics,South,Online,1,2999.0,2999.0
102574,2024-09-30,CUST01308,Sunglasses,Fashion,East,Marketplace,2,799.0,1598.0
100277,2024-01-30,CUST00718,Water Bottle,Sports & Fitness,Central,Online,1,349.0,349.0
102270,2024-09-02,CUST00035,Cotton T-Shirt,Fashion,West,Online,1,599.0,599.0
107581,2025-12-14,CUST02459,Bluetooth Speaker,Electronics,North,Online,1,1899.0,1899.0
106072,2025-08-20,CUST01505,Dumbbell Set,Sports & Fitness,West,Marketplace,2,2199.0,4398.0
107464,2025-12-05,CUST00336,Blender,Home & Kitchen,South,Online,1,1599.0,1599.0
103554,2024-12-05,CUST00953,Blender,Home & Kitchen,West,Marketplace,1,1599.0,1599.0
103175,2024-11-10,CUST00081,Storage Containers,Home & Kitchen,North,Online,2,449.1,898.2
103180,2024-11-10,CUST02142,Cotton T-Shirt,Fashion,South,Online,1,599.0,599.0
100516,2024-02-24,CUST02546,Yoga Mat,Sports & Fitness,North,Marketplace,1,599.0,599.0
103785,2024-12-24,CUST02465,Hair Dryer,Beauty & Personal Care,Central,Marketplace,1,1199.0,1199.0
106364,2025-09-20,CUST01881,Face Serum,Beauty & Personal Care,East,Marketplace,2,699.0,1398.0
103542,2024-12-04,CUST01169,Hair Dryer,Beauty & Personal Care,North,Online,3,1199.0,3597.0
103650,2024-12-14,CUST00455,Power Bank,Electronics,North,Online,1,809.1,809.1
103095,2024-11-04,CUST00082,Wireless Earbuds,Electronics,East,Online,2,1499.0,2998.0
100831,2024-03-28,CUST01729,Cotton T-Shirt,Fashion,West,Online,1,599.0,599.0
105255,2025-05-25,CUST01891,Hair Dryer,Beauty & Personal Care,South,Online,2,959.2,1918.4
102199,2024-08-25,CUST00910,Blender,Home & Kitchen,South,Retail Store,1,1279.2,1279.2
101842,2024-07-19,CUST01850,Bluetooth Speaker,Electronics,North,Retail Store,1,1899.0,1899.0
102685,2024-10-08,CUST00011,Blender,Home & Kitchen,West,Online,1,1439.1,1439.1
105652,2025-07-10,CUST01822,Blender,Home & Kitchen,East,Online,1,1359.15,1359.15
104393,2025-02-25,CUST01532,Wireless Earbuds,Electronics,North,Online,1,1274.15,1274.15
104025,2025-01-17,CUST01253,Denim Jacket,Fashion,,Online,2,1999.0,3998.0
105824,2025-07-27,CUST02018,Yoga Mat,Sports & Fitness,North,Online,1,599.0,599.0
107642,2025-12-20,CUST00588,Smartwatch,Electronics,West,Marketplace,1,2999.0,2999.0
106509,2025-10-02,CUST00579,Electric Kettle,Home & Kitchen,South,Online,2,809.1,1618.2
104675,2025-03-26,CUST01758,Face Serum,Beauty & Personal Care,West,Online,1,699.0,699.0
102729,2024-10-10,CUST02380,Bluetooth Speaker,Electronics,South,Marketplace,1,1899.0,1899.0
104974,2025-04-25,CUST01718,Cotton T-Shirt,Fashion,North,Marketplace,1,599.0,599.0
106841,2025-10-25,CUST00668,Cotton T-Shirt,Fashion,South,Retail Store,1,599.0,599.0
104105,2025-01-25,CUST01238,Trimmer,Beauty & Personal Care,West,Online,1,899.1,899.1
107517,2025-12-08,CUST01561,Bluetooth Speaker,Electronics,West,Marketplace,1,1899.0,1899.0
100758,2024-03-19,CUST00934,Smartwatch,Electronics,South,Online,1,2999.0,2999.0
101355,2024-05-24,CUST02482,Denim Jacket,Fashion,,Retail Store,2,1999.0,3998.0
100562,2024-03-01,CUST01728,Sunglasses,Fashion,North,Online,1,799.0,799.0
106880,2025-10-27,CUST02152,Backpack,Fashion,South,Retail Store,3,1399.0,4197.0
105280,2025-05-29,CUST01699,Face Serum,Beauty & Personal Care,North,Online,3,699.0,2097.0
101087,2024-04-25,CUST01802,Smartwatch,Electronics,West,Online,1,2999.0,2999.0
102572,2024-09-30,CUST02232,Smartwatch,Electronics,West,Marketplace,2,2549.15,5098.3
103198,2024-11-11,CUST02357,Laptop Stand,Electronics,South,Marketplace,2,799.0,1598.0
100135,2024-01-16,CUST01569,Water Bottle,Sports & Fitness,Central,Online,2,349.0,698.0
103426,2024-11-25,CUST00632,Storage Containers,Home & Kitchen,Central,Retail Store,1,499.0,499.0
102671,2024-10-07,CUST01365,Sunscreen SPF50,Beauty & Personal Care,South,Online,1,359.2,359.2
104362,2025-02-22,CUST00282,Sunscreen SPF50,Beauty & Personal Care,North,Retail Store,1,449.0,449.0
100408,2024-02-14,CUST00794,Face Serum,Beauty & Personal Care,South,Online,1,594.15,594.15
104674,2025-03-25,CUST01007,Dumbbell Set,Sports & Fitness,East,Retail Store,2,2199.0,4398.0
101778,2024-07-14,CUST02028,Running Shoes,Fashion,East,Online,1,2499.0,2499.0
102125,2024-08-18,CUST00643,Air Fryer,Home & Kitchen,North,Retail Store,1,3499.0,3499.0
104284,2025-02-13,CUST01703,Bluetooth Speaker,Electronics,Central,Retail Store,3,1899.0,5697.0
106233,2025-09-06,CUST02202,Wireless Earbuds,Electronics,North,Online,1,1499.0,1499.0
103764,2024-12-22,CUST02126,Power Bank,Electronics,North,Online,1,899.0,899.0
100413,2024-02-14,CUST00493,Blender,Home & Kitchen,North,Retail Store,1,1439.1,1439.1
104989,2025-04-26,CUST02113,Running Shoes,Fashion,North,Online,1,2499.0,2499.0
100597,2024-03-03,CUST02059,Smartwatch,Electronics,South,Retail Store,1,2999.0,2999.0
101107,2024-04-26,CUST02282,Bluetooth Speaker,Electronics,West,Online,1,1899.0,1899.0
102845,2024-10-18,CUST01977,Trimmer,Beauty & Personal Care,West,Marketplace,1,999.0,999.0
103303,2024-11-18,CUST01368,Electric Kettle,HOME & KITCHEN,North,Retail Store,1,899.0,899.0
100141,2024-01-18,CUST02272,Yoga Mat,Sports & Fitness,South,Retail Store,1,599.0,599.0
100057,2024-01-07,CUST01597,Resistance Bands,Sports & Fitness,North,Retail Store,1,319.2,319.2
103912,2025-01-04,CUST02487,Bluetooth Speaker,Electronics,East,Online,1,1899.0,1899.0
106838,2025-10-25,CUST02132,Bluetooth Speaker,Electronics,North,Online,1,1899.0,1899.0
101956,2024-08-01,CUST00443,Water Bottle,Sports & Fitness,West,Online,1,279.2,279.2
102573,2024-09-30,CUST00296,Dumbbell Set,Sports & Fitness,South,Marketplace,1,2199.0,2199.0
103439,2024-11-26,CUST02224,Dumbbell Set,Sports & Fitness,West,Online,1,2199.0,2199.0
106662,2025-10-13,CUST00673,Laptop Stand,Electronics,West,Online,1,799.0,799.0
107635,2025-12-20,CUST01881,Bluetooth Speaker,Electronics,South,Online,1,1899.0,1899.0
107065,2025-11-09,CUST01366,Smartwatch,Electronics,North,Online,1,2999.0,2999.0
104630,2025-03-22,CUST00690,Resistance Bands,Sports & Fitness,North,Retail Store,1,399.0,399.0
103788,2024-12-24,CUST01087,Storage Containers,Home & Kitchen,South,Online,1,499.0,499.0
103574,2024-12-07,CUST00640,Laptop Stand,Electronics,East,Online,3,679.15,2037.45
102457,2024-09-18,CUST01059,Blender,Home & Kitchen,,Online,1,1599.0,1599.0
104133,2025-01-27,CUST01224,Smartwatch,Electronics,Central,Online,2,2999.0,5998.0
100900,2024-04-03,CUST00099,Backpack,Fashion,South,Online,1,1399.0,1399.0
104088,2025-01-23,CUST01002,Running Shoes,Fashion,West,Online,1,1999.2,1999.2
106140,2025-08-28,CUST00204,Electric Kettle,Home & Kitchen,East,Online,3,899.0,2697.0
102022,2024-08-08,CUST00127,USB-C Cable,Electronics,East,Retail Store,2,249.0,498.0
103837,2024-12-29,CUST02082,Air Fryer,Home & Kitchen,East,Marketplace,1,3499.0,3499.0
104059,2025-01-21,CUST00305,Cotton T-Shirt,Fashion,North,Marketplace,1,599.0,599.0
100719,2024-03-16,CUST00332,Trimmer,Beauty & Personal Care,West,Online,2,899.1,1798.2
100963,2024-04-10,CUST01759,Backpack,Fashion,West,Retail Store,1,1399.0,1399.0
100522,2024-02-25,CUST02053,Cotton T-Shirt,Fashion,North,Online,1,479.2,479.2
103582,2024-12-08,CUST00160,Wireless Earbuds,Electronics,East,Retail Store,1,1499.0,1499.0
100781,2024-03-22,CUST01308,Denim Jacket,Fashion,North,Retail Store,2,1999.0,3998.0
101764,2024-07-13,CUST02124,Dumbbell Set,Sports & Fitness,West,Online,1,2199.0,2199.0
106719,2025-10-17,CUST01134,Cotton T-Shirt,Fashion,South,Marketplace,1,599.0,599.0
104604,2025-03-19,CUST01544,Backpack,Fashion,South,Retail Store,1,1399.0,1399.0
104523,2025-03-11,CUST00979,Hair Dryer,Beauty & Personal Care,South,Online,1,1199.0,1199.0
106106,2025-08-23,CUST00167,Cotton T-Shirt,Fashion,West,Online,1,599.0,599.0
102278,2024-09-03,CUST01090,Storage Containers,Home & Kitchen,North,Online,1,499.0,499.0
100876,2024-04-01,CUST01315,Resistance Bands,Sports & Fitness,Central,Online,1,399.0,399.0
103183,2024-11-10,CUST02274,Power Bank,Electronics,East,Online,1,899.0,899.0
103409,2024-11-24,CUST02029,Air Fryer,Home & Kitchen,North,Marketplace,1,3499.0,3499.0
102689,2024-10-08,CUST01669,Laptop Stand,Electronics,North,Retail Store,1,639.2,639.2
103724,2024-12-20,CUST01738,Blender,HOME & KITCHEN,Central,Online,1,1599.0,1599.0
100446,2024-02-18,CUST00869,Yoga Mat,Sports & Fitness,North,Online,1,539.1,539.1
102802,2024-10-15,CUST00689,Cotton T-Shirt,Fashion,South,Online,1,599.0,599.0
104002,2025-01-14,CUST00710,Electric Kettle,Home & Kitchen,South,Retail Store,1,899.0,899.0
104699,2025-03-29,CUST00271,Sunscreen SPF50,Beauty & Personal Care,North,Online,2,449.0,898.0
101176,2024-05-04,CUST02519,Wireless Earbuds,Electronics,East,Marketplace,1,1499.0,1499.0
103488,2024-11-30,CUST01932,Yoga Mat,Sports & Fitness,South,Online,1,479.2,479.2
102747,2024-10-11,CUST01476,Electric Kettle,Home & Kitchen,East,Marketplace,1,809.1,809.1
107500,2025-12-07,CUST01120,Dumbbell Set,Sports & Fitness,North,Online,1,2199.0,2199.0
103434,2024-11-26,CUST00866,Bluetooth Speaker,Electronics,South,Online,2,1899.0,3798.0
102608,2024-10-03,CUST00235,Wireless Earbuds,Electronics,Central,Marketplace,3,1349.1,4047.3
105138,2025-05-12,CUST01173,Power Bank,Electronics,North,Marketplace,2,764.15,1528.3
101832,2024-07-18,CUST00872,Smartwatch,Electronics,Central,Online,1,2999.0,2999.0
103667,2024-12-15,CUST01688,Dumbbell Set,Sports & Fitness,South,Online,3,2199.0,6597.0
105228,2025-05-23,CUST01749,Sunscreen SPF50,Beauty & Personal Care,East,Marketplace,1,449.0,449.0
106484,2025-10-01,CUST01484,Smartwatch,Electronics,South,Marketplace,1,2999.0,2999.0
106041,2025-08-17,CUST02458,Yoga Mat,Sports & Fitness,North,Marketplace,1,599.0,599.0
106602,2025-10-08,CUST02515,Sunglasses,Fashion,North,Online,1,679.15,679.15
102124,2024-08-18,CUST00206,Yoga Mat,Sports & Fitness,West,Retail Store,1,599.0,599.0
102175,2024-08-23,CUST00074,Laptop Stand,Electronics,South,Online,1,799.0,799.0
104624,2025-03-21,CUST00506,Wireless Earbuds,Electronics,South,Online,1,1499.0,1499.0
102552,2024-09-28,CUST00550,Smartwatch,Electronics,East,Marketplace,1,2999.0,2999.0
107650,2025-12-21,CUST01320,Laptop Stand,Electronics,South,Retail Store,2,679.15,1358.3
102092,2024-08-15,CUST01707,Dumbbell Set,Sports & Fitness,North,Marketplace,2,2199.0,4398.0
103993,2025-01-13,CUST00588,Trimmer,Beauty & Personal Care,North,Retail Store,1,899.1,899.1
102250,2024-08-31,CUST02170,Cotton T-Shirt,Fashion,North,Online,2,599.0,1198.0
103465,2024-11-28,CUST00110,Backpack,Fashion,North,Online,2,1399.0,2798.0
100902,2024-04-04,CUST01053,Non-stick Pan Set,Home & Kitchen,West,Retail Store,1,1299.0,1299.0
104945,2025-04-23,CUST01034,Air Fryer,Home & Kitchen,West,Online,1,3499.0,3499.0
100897,2024-04-03,CUST00443,Yoga Mat,Sports & Fitness,South,Online,1,599.0,599.0
100452,2024-02-18,CUST00514,Non-stick Pan Set,Home & Kitchen,West,Marketplace,2,1104.15,2208.3
104561,2025-03-15,CUST00020,Blender,Home & Kitchen,North,Marketplace,1,1599.0,1599.0
104513,2025-03-10,CUST02078,Sunglasses,Fashion,Central,Marketplace,1,679.15,679.15
104586,2025-03-17,CUST02471,Dumbbell Set,Sports & Fitness,South,Online,1,2199.0,2199.0
103152,2024-11-08,CUST00309,Denim Jacket,Fashion,North,Online,1,1699.15,1699.15
104250,2025-02-09,CUST00615,Storage Containers,Home & Kitchen,Central,Online,1,499.0,499.0
104437,2025-03-02,CUST02446,Sunscreen SPF50,Beauty & Personal Care,South,Marketplace,1,449.0,449.0
101203,2024-05-06,CUST00071,Sunscreen SPF50,Beauty & Personal Care,West,Online,1,449.0,449.0
100122,2024-01-14,CUST02038,Backpack,Fashion,South,Online,3,1399.0,4197.0
106811,2025-10-23,CUST01045,Bluetooth Speaker,Electronics,Central,Online,1,1899.0,1899.0
102332,2024-09-08,CUST00791,Running Shoes,Fashion,East,Marketplace,1,2499.0,2499.0
103182,2024-11-10,CUST00413,Smartwatch,Electronics,West,Online,1,2549.15,2549.15
105878,2025-08-02,CUST00521,Smartwatch,Electronics,Central,Online,1,2999.0,2999.0
106690,2025-10-15,CUST02054,Sunscreen SPF50,Beauty & Personal Care,Central,Online,2,449.0,898.0
101740,2024-07-10,CUST00009,Electric Kettle,Home & Kitchen,South,Online,1,809.1,809.1
104083,2025-01-22,CUST02142,Yoga Mat,Sports & Fitness,West,Online,1,599.0,599.0
107095,2025-11-11,CUST01995,Power Bank,Electronics,East,Marketplace,1,899.0,899.0
105222,2025-05-22,CUST01962,Blender,Home & Kitchen,Central,Retail Store,1,1279.2,1279.2
106923,2025-10-30,CUST00438,Denim Jacket,Fashion,West,Online,2,1999.0,3998.0
103172,2024-11-09,CUST01929,Smartwatch,Electronics,West,Marketplace,1,2699.1,2699.1
100949,2024-04-09,CUST00062,Laptop Stand,Electronics,South,Online,1,799.0,799.0
105122,2025-05-11,CUST00483,Sunscreen SPF50,Beauty & Personal Care,South,Online,1,404.1,404.1
105729,2025-07-17,CUST00506,Face Serum,Beauty & Personal Care,South,Retail Store,1,594.15,594.15
103637,2024-12-13,CUST01510,USB-C Cable,Electronics,East,Marketplace,1,249.0,249.0
105472,2025-06-20,CUST02079,Yoga Mat,Sports & Fitness,North,Marketplace,1,599.0,599.0
106398,2025-09-23,CUST01861,Wireless Earbuds,Electronics,,Online,1,1199.2,1199.2
100966,2024-04-10,CUST01520,Air Fryer,Home & Kitchen,North,Retail Store,1,2974.15,2974.15
101137,2024-04-28,CUST01677,Dumbbell Set,Sports & Fitness,East,Online,1,2199.0,2199.0
100485,2024-02-21,CUST00735,Denim Jacket,Fashion,East,Online,2,1999.0,3998.0
106612,2025-10-09,CUST00289,USB-C Cable,Electronics,East,Online,1,211.65,211.65
105513,2025-06-25,CUST00522,Running Shoes,Fashion,South,Retail Store,1,2499.0,2499.0
105591,2025-07-04,CUST00679,Face Serum,Beauty & Personal Care,Central,Online,1,699.0,699.0
101643,2024-06-29,CUST02490,Resistance Bands,Sports & Fitness,South,Online,1,339.15,339.15
107508,2025-12-07,CUST01152,Backpack,Fashion,North,Online,1,1189.15,1189.15
106270,2025-09-10,CUST02431,Cotton T-Shirt,Fashion,East,Online,1,599.0,599.0
102706,2024-10-09,CUST00133,Blender,Home & Kitchen,West,Online,1,1599.0,1599.0
102651,2024-10-06,CUST00151,Air Fryer,Home & Kitchen,Central,Online,1,3499.0,3499.0
106686,2025-10-15,CUST00915,Yoga Mat,SPORTS & FITNESS,East,Online,1,599.0,599.0
103619,2024-12-11,CUST02372,Denim Jacket,Fashion,West,Retail Store,2,1999.0,3998.0
107549,2025-12-12,CUST00919,Denim Jacket,Fashion,South,Marketplace,1,1999.0,1999.0
103235,2024-11-13,CUST00959,Air Fryer,Home & Kitchen,South,Retail Store,1,3499.0,3499.0
104288,2025-02-14,CUST00066,Denim Jacket,Fashion,Central,Online,1,1999.0,1999.0
101351,2024-05-23,CUST02523,Wireless Earbuds,Electronics,Central,Online,1,1499.0,1499.0
107479,2025-12-06,CUST02385,Power Bank,Electronics,East,Online,1,719.2,719.2
101243,2024-05-11,CUST00353,Sunscreen SPF50,Beauty & Personal Care,East,Online,1,449.0,449.0
106778,2025-10-20,CUST02428,Cotton T-Shirt,Fashion,West,Marketplace,1,599.0,599.0
104129,2025-01-27,CUST02165,USB-C Cable,Electronics,South,Retail Store,1,249.0,249.0
107452,2025-12-04,CUST01963,Sunglasses,Fashion,Central,Retail Store,1,799.0,799.0
105302,2025-06-02,CUST00821,Running Shoes,Fashion,North,Online,1,2499.0,2499.0
105897,2025-08-03,CUST01445,Yoga Mat,Sports & Fitness,North,Online,1,599.0,599.0
103941,2025-01-08,CUST00551,Electric Kettle,Home & Kitchen,North,Online,1,764.15,764.15
101108,2024-04-27,CUST00059,Dumbbell Set,Sports & Fitness,North,Online,1,2199.0,2199.0
100489,2024-02-22,CUST00979,Hair Dryer,Beauty & Personal Care,South,Online,2,1199.0,2398.0
101475,2024-06-07,CUST02573,Denim Jacket,Fashion,North,Online,1,1999.0,1999.0
100696,2024-03-13,CUST00954,Electric Kettle,Home & Kitchen,West,Marketplace,1,899.0,899.0
103664,2024-12-15,CUST02261,Running Shoes,Fashion,South,Online,1,2249.1,2249.1
101436,2024-06-02,CUST02424,Face Serum,Beauty & Personal Care,West,Online,1,594.15,594.15
106173,2025-08-31,CUST02579,Bluetooth Speaker,Electronics,North,Marketplace,1,1519.2,1519.2
107459,2025-12-05,CUST00118,Denim Jacket,Fashion,West,Online,1,1699.15,1699.15
105916,2025-08-05,CUST01309,Sunglasses,Fashion,South,Online,1,799.0,799.0
104178,2025-02-01,CUST00826,Cotton T-Shirt,Fashion,South,Marketplace,1,599.0,599.0
102148,2024-08-21,CUST02065,Water Bottle,Sports & Fitness,East,Online,1,279.2,279.2
105332,2025-06-04,CUST02010,Trimmer,Beauty & Personal Care,East,Marketplace,1,999.0,999.0
107773,2025-12-30,CUST01018,Running Shoes,Fashion,West,Marketplace,1,2249.1,2249.1
100184,2024-01-21,CUST00664,Hair Dryer,BEAUTY & PERSONAL CARE,East,Online,3,1199.0,3597.0
106076,2025-08-21,CUST00793,Yoga Mat,Sports & Fitness,Central,Online,1,599.0,599.0
102420,2024-09-15,CUST00266,Dumbbell Set,Sports & Fitness,South,Retail Store,1,2199.0,2199.0
102159,2024-08-21,CUST00713,Trimmer,Beauty & Personal Care,Central,Online,1,999.0,999.0
107015,2025-11-06,CUST02387,Storage Containers,Home & Kitchen,South,Online,3,499.0,1497.0
105261,2025-05-26,CUST00044,Dumbbell Set,Sports & Fitness,Central,Online,1,2199.0,2199.0
105322,2025-06-03,CUST01315,Wireless Earbuds,Electronics,,Retail Store,1,1274.15,1274.15
104545,2025-03-14,CUST01925,Backpack,Fashion,West,Online,1,1399.0,1399.0
103504,2024-12-01,CUST02038,USB-C Cable,Electronics,South,Online,1,199.2,199.2
106575,2025-10-06,CUST02444,Wireless Earbuds,Electronics,South,Retail Store,2,1274.15,2548.3
107337,2025-11-27,CUST01343,USB-C Cable,Electronics,East,Online,1,249.0,249.0
106337,2025-09-16,CUST00356,Electric Kettle,Home & Kitchen,South,Marketplace,1,899.0,899.0
105879,2025-08-02,CUST00111,Blender,Home & Kitchen,West,Online,1,1599.0,1599.0
105441,2025-06-17,CUST00973,Resistance Bands,Sports & Fitness,East,Online,1,399.0,399.0
101796,2024-07-15,CUST02000,Power Bank,Electronics,Central,Online,1,809.1,809.1
106978,2025-11-03,CUST01899,Hair Dryer,Beauty & Personal Care,Central,Retail Store,1,1079.1,1079.1
106671,2025-10-14,CUST01069,Power Bank,Electronics,East,Marketplace,1,899.0,899.0
105063,2025-05-04,CUST00269,Running Shoes,Fashion,North,Online,1,2499.0,2499.0
107114,2025-11-12,CUST01463,Power Bank,Electronics,North,Retail Store,1,899.0,899.0
105669,2025-07-12,CUST00740,Water Bottle,Sports & Fitness,South,Online,1,349.0,349.0
106322,2025-09-15,CUST00085,Bluetooth Speaker,Electronics,North,Retail Store,2,1899.0,3798.0
106717,2025-10-17,CUST00567,Water Bottle,Sports & Fitness,South,Online,1,349.0,349.0
102946,2024-10-25,CUST00285,Laptop Stand,Electronics,South,Retail Store,1,799.0,799.0
101669,2024-06-30,CUST01003,USB-C Cable,Electronics,North,Marketplace,1,249.0,249.0
101996,2024-08-05,CUST00914,Backpack,Fashion,West,Marketplace,1,1399.0,1399.0
102200,2024-08-25,CUST00384,Trimmer,Beauty & Personal Care,Central,Retail Store,1,999.0,999.0
103355,2024-11-21,CUST01079,Wireless Earbuds,Electronics,East,Retail Store,1,1499.0,1499.0
101345,2024-05-22,CUST00720,Wireless Earbuds,Electronics,,Online,1,1499.0,1499.0
104593,2025-03-17,CUST00144,Trimmer,BEAUTY & PERSONAL CARE,North,Online,2,849.15,1698.3
107785,2025-12-31,CUST00884,Yoga Mat,Sports & Fitness,South,Online,3,599.0,1797.0
